"Locus.1","Locus.2","p.val.Bird's Head-Summer","p.val.Bird's Head-Winter","p.val.HaevoSI-Summer","p.val.HaevoSI-Winter","p.val.IsabelSI-South","p.val.Malaysia","p.val.PNG","num.sig.p"
"Dc01707","Dc11203",0.997792,0.650068,NA,NA,0.30909,1,0.619898,0
"Dc01707","Dc11714",0.291178,0.222892,NA,NA,0.747566,1,0.449012,0
"Dc01707","Dc13159",0.44577,0.580048,NA,NA,0.057308,0.59903,0.356758,0
"Dc01707","Dc13592",0.225258,0.01975,NA,NA,0.798802,1,0.015102,2
"Dc01707","Dc14022",0.119938,0.406832,NA,NA,Inf,1,Inf,0
"Dc01707","Dc14945",0.758494,0.357276,NA,NA,0.177366,Inf,1,0
"Dc01707","Dc16747",0.347158,0.874752,NA,NA,0.141876,Inf,0.546724,0
"Dc01707","Dc18951",0.380104,0.09056,NA,NA,0.616896,1,0.70689,0
"Dc01707","Dc20232",0.432782,0.189466,NA,NA,0.252168,0.829684,0.926096,0
"Dc01707","Dc22883",0.99561,0.12072,NA,NA,0.806298,NA,0.009184,1
"Dc01707","Dc22887",0.51334,0.79116,NA,NA,0.8112,1,1,0
"Dc01707","Dc27955",0.18487,0.692012,NA,NA,0.15473,NA,0.926428,0
"Dc01707","Dc28124",0.882096,0.295786,NA,NA,0.38889,Inf,1,0
"Dc01707","Dc28776",0.90659,0.500484,NA,NA,0.251808,0.484426,1,0
"Dc01707","Dc30071",0.114008,0.996166,NA,NA,0.079196,1,0.339908,0
"Dc01707","Dc31007",0.513626,NA,NA,NA,0.206428,NA,0.88968,0
"Dc01707","Dc33714",0.081956,0.307986,NA,NA,0.982644,0.431058,0.027522,1
"Dc01707","Dc33907",0.617148,0.436364,NA,NA,0.936102,0.69993,0.566486,0
"Dc01707","Dc34902",0.257958,0.910874,NA,NA,0.498348,Inf,0.929226,0
"Dc01707","Dc35779",0.568768,0.002854,NA,NA,0.205446,0.33433,0.457884,1
"Dc01707","Dc36571",0.957088,0.556534,1,NA,0.511506,1,0.712874,0
"Dc01707","Dc36616",0.525506,0.084312,NA,NA,0.218282,0.714584,0.924102,0
"Dc01707","Dc40235",0.534486,0.268328,NA,NA,0.545202,0.483716,0.923486,0
"Dc01707","Dc41234",0.795206,0.612472,NA,NA,NA,NA,1,0
"Dc01707","Dc46984",0.474418,0.145898,NA,NA,0.841886,0.55469,0.796368,0
"Dc01707","Dc47572",0.939696,0.21288,NA,NA,0.979614,1,1,0
"Dc01707","Dc47935",0.136372,0.947026,NA,NA,0.958514,0.540996,0.58453,0
"Dc01707","Dc48207",0.099052,1,NA,NA,0.711488,0.430958,0.497398,0
"Dc01707","Dc48950",0.857132,0.313658,NA,NA,0.181168,0.365932,0.81932,0
"Dc01707","Dc49080",0.29642,0.453808,1,NA,0.00818,0.71778,0.054132,1
"Dc01707","Dc49184",0.798398,0.54834,NA,NA,0.260876,1,1,0
"Dc01707","Dc51020",0.238406,0.614042,NA,NA,0.932046,0.370956,0.416284,0
"Dc01707","Dc52523",0.096848,0.612194,NA,NA,0.661746,1,0.299304,0
"Dc01707","Dc55481",0.777614,0.998388,NA,NA,0.698694,Inf,0.596676,0
"Dc01707","Dc58248",0.481,0.798972,NA,1,0.419936,NA,1,0
"Dc01707","Dc62188",0.921138,0.416116,NA,1,0.957352,NA,1,0
"Dc01707","Dc67011",0.497362,0.130338,0.332192,1,0.683702,NA,0.92463,0
"Dc01707","locus003",0.976544,0.928842,NA,0.595556,0.863174,NA,0.934246,0
"Dc01707","locus004",0.66811,0.001404,NA,0.202288,0.701304,NA,0.6246,1
"Dc01707","locus005",0.84659,0.135982,0.501744,0.142236,0.891436,NA,0.922968,0
"Dc01707","locus006",0.213044,0.42324,NA,1,0.966484,NA,1,0
"Dc01707","locus008",0.623102,0.095726,NA,0.429638,0.624054,NA,0.498912,0
"Dc01707","locus013",0.245638,0.71344,NA,1,0.342114,NA,0.058456,0
"Dc01707","locus014",0.110704,0.467044,NA,0.772052,0.965032,NA,0.99666,0
"Dc01707","locus022",0.928638,0.54085,1,0.543728,0.922896,NA,0.640316,0
"Dc01707","locus024",0.041598,0.704748,NA,1,0.766976,NA,0.98479,1
"Dc01707","locus025",0.739226,0.679464,NA,0.068066,0.225008,NA,0.980676,0
"Dc01707","locus027",0.473652,0.862372,Inf,NA,NA,NA,NA,0
"Dc01707","locus030",0.372186,0.935894,NA,NA,0.188344,NA,0.8611,0
"Dc01707","locus035",0.226022,0.257352,0.333518,NA,0.564564,NA,0.925924,0
"Dc01707","locus038",0.197698,0.074536,1,NA,0.627136,NA,0.89034,0
"Dc01707","locus039",0.530386,0.190576,NA,NA,0.189058,NA,0.108336,0
"Dc01707","locus040",0.944386,0.209958,NA,NA,0.404114,NA,1,0
"Dc01707","locus041",0.786202,0.584266,NA,NA,0.480846,NA,0.338256,0
"Dc01707","locus045",0.802804,0.726218,NA,NA,0.009374,NA,0.38659,1
"Dc01707","locus047",0.23348,0.819648,NA,NA,0.097162,NA,0.958574,0
"Dc01707","locus048",0.140976,0.128482,NA,NA,0.533874,NA,0.92327,0
"Dc01707","locus053",0.078384,0.221462,NA,NA,0.372216,NA,0.778124,0
"Dc01707","locus055",0.638666,0.79138,NA,NA,0.459276,NA,1,0
"Dc01707","locus056",0.860708,0.80054,0.496438,1,0.393226,NA,1,0
"Dc01707","locus058",0.923448,0.716734,1,1,0.371012,NA,0.13824,0
"Dc01707","locus060",0.897806,0.34504,NA,1,0.00017,NA,0.619384,1
"Dc01707","locus061",0.180458,NA,Inf,NA,0.24837,NA,1,0
"Dc01707","locus062",0.473078,0.806902,NA,0.42809,0.527622,NA,0.636836,0
"Dc01707","locus064",0.196056,0.274362,NA,0.142,0.66142,NA,0.70364,0
"Dc01707","locus065",0.61921,0.906764,NA,0.427732,0.428986,NA,1,0
"Dc01707","locus073",0.921458,0.153758,NA,0.461782,0.147282,NA,0.338458,0
"Dc01707","locus074",0.387774,0.772412,1,0.428992,0.127768,NA,1,0
"Dc01707","locus076",0.916958,0.217976,NA,NA,0.079098,NA,0.03395,1
"Dc01707","locus077",0.818212,0.195702,NA,Inf,0.49304,NA,0.927374,0
"Dc01707","locus080",0.602094,0.39583,NA,NA,0.39107,NA,0.945136,0
"Dc01707","locus083",0.065566,NA,NA,NA,0.023888,NA,0.31577,1
"Dc01707","locus088",0.616218,0.589714,NA,NA,0.560218,NA,0.309082,0
"Dc01707","locus093",1,Inf,Inf,NA,0.39565,NA,0.66158,0
"Dc01707","locus096",0.209898,0.468636,0.499506,NA,0.006486,NA,0.138382,1
"Dc01707","locus098",0.783766,0.148044,NA,NA,0.434428,NA,0.973412,0
"Dc01707","locus100",0.718934,0.167996,1,NA,0.468464,NA,0.932576,0
"Dc01707","locus106",0.572118,0.457942,NA,NA,0.132992,NA,0.320804,0
"Dc01707","locus116",0.603672,0.073408,NA,NA,0.385218,NA,0.957322,0
"Dc01707","locus119",0.071858,0.45012,NA,NA,0.129584,NA,0.241678,0
"Dc01707","locus120",0.690116,0.542478,NA,NA,0.197236,NA,0.21751,0
"Dc01707","locus128",0.021838,0.05324,NA,NA,0.235774,NA,0.711894,1
"Dc01707","locus129",0.355402,0.123298,NA,0.254104,0.391716,NA,0.88072,0
"Dc01707","locus130",0.204346,NA,NA,NA,0.845192,NA,0.41134,0
"Dc01707","locus134",0.970864,0.767686,Inf,NA,0.32338,NA,0.786664,0
"Dc01707","locus135",0.840106,0.875864,NA,1,0.920394,NA,0.991888,0
"Dc01707","locus137",0.97478,0.670492,NA,1,0.208248,NA,0.610456,0
"Dc01707","locus139",0.284754,0.516198,NA,1,0.29911,NA,1,0
"Dc01707","locus140",0.295258,0.5163,NA,1,0.289664,NA,1,0
"Dc01707","locus146",0.15196,0.459168,NA,0.40088,0.779478,NA,0.60949,0
"Dc01707","locus148",0.87181,0.38573,NA,1,0.692746,NA,1,0
"Dc01707","locus151",0.077962,NA,1,1,0.942364,NA,0.812814,0
"Dc01707","locus157",0.340554,NA,NA,NA,0.04393,NA,0.71643,1
"Dc01707","locus161",0.430704,0.078716,NA,1,0.036978,NA,0.274394,1
"Dc01707","locus165",0.34545,0.946122,NA,NA,0.652554,NA,0.78327,0
"Dc01707","locus170",0.36879,0.105726,1,0.544164,0.108728,NA,0.056864,0
"Dc01707","locus176",0.547688,NA,NA,NA,0.843626,NA,0.594342,0
"Dc01707","locus184",0.272714,0.622558,0.499842,0.142014,0.670868,NA,0.589744,0
"Dc01707","locus186",0.346772,0.957998,NA,0.330396,0.15637,NA,0.084626,0
"Dc01707","locus188",0.513102,0.635428,NA,NA,0.043606,NA,0.421414,1
"Dc01707","locus189",0.524246,0.217108,NA,0.466876,0.134212,1,0.815068,0
"Dc01707","locus190",0.338996,0.494298,NA,NA,0.762044,0.712912,0.137326,0
"Dc01707","locus191",0.686832,NA,NA,NA,0.407226,1,0.37189,0
"Dc01707","locus192",0.55872,0.496434,NA,NA,0.998268,0.715512,0.27917,0
"Dc01707","locus195",0.070026,0.525286,NA,NA,0.150558,0.486452,0.780662,0
"Dc01707","locus202",0.099076,0.632868,1,NA,0.270202,1,0.174958,0
"Dc01707","locus215",0.026792,NA,NA,NA,0.793236,0.537482,0.010608,2
"Dc01707","locus227",0.125804,0.03094,Inf,NA,0.79082,1,0.702488,1
"Dc01707","locus231",0.247898,0.714514,NA,NA,0.457594,NA,0.223552,0
"Dc01707","locus235",0.840448,0.03599,NA,NA,0.84767,Inf,0.89671,1
"Dc01707","locus236",0.831732,0.918264,NA,NA,0.12877,1,1,0
"Dc01707","locus237",0.898932,0.605182,NA,NA,0.146028,0.711988,0.71482,0
"Dc01707","locus239",0.639586,0.325332,NA,NA,0.450274,0.314638,0.631938,0
"Dc01707","locus248",0.839702,0.273254,NA,NA,0.86669,0.486924,0.137286,0
"Dc01707","locus256",0.618486,0.256506,NA,NA,0.844772,1,0.228166,0
"Dc01707","locus263",0.77303,0.451178,NA,NA,0.69165,NA,1,0
"Dc01707","locus264",0.41843,0.969294,NA,NA,0.186288,NA,1,0
"Dc01707","locus274",0.198266,0.191006,NA,NA,0.225258,NA,0.807778,0
"Dc01707","locus280",0.901668,0.156242,NA,NA,0.356326,NA,0.058962,0
"Dc01707","locus282",0.177168,0.931506,NA,NA,0.390426,NA,0.781528,0
"Dc01707","locus286",0.348946,0.562206,NA,NA,0.928152,NA,0.40341,0
"Dc01707","locus291",0.378602,0.198642,NA,NA,0.01517,NA,0.454532,1
"Dc01707","locus292",0.345978,0.784622,NA,NA,0.209116,NA,0.789454,0
"Dc01707","locus296",0.201774,0.656198,NA,NA,0.222744,NA,0.940366,0
"Dc01707","locus301",0.59425,0.9721,NA,NA,0.712944,NA,0.384664,0
"Dc01707","locus314",0.281934,0.416506,NA,NA,0.693946,NA,1,0
"Dc01707","locus321",0.322146,0.440248,NA,NA,0.395326,NA,0.987266,0
"Dc01707","locus322",0.301664,0.22962,NA,NA,0.423042,NA,1,0
"Dc01707","locus323",0.880846,0.046286,NA,NA,0.890554,NA,0.426374,1
"Dc01707","locus329",0.036068,0.242848,NA,NA,0.55815,NA,0.388208,1
"Dc01707","locus332",0.841372,0.270886,NA,NA,0.055078,NA,1,0
"Dc01707","locus358",0.674974,0.806346,NA,NA,0.04724,NA,1,1
"Dc01707","locus359",0.511106,0.400254,NA,NA,0.513772,NA,Inf,0
"Dc01707","locus360",0.649412,0.289024,NA,NA,0.762186,NA,0.839186,0
"Dc01784","Dc02951",0.29814,1,1,NA,0.604168,0.428554,0.050726,0
"Dc01784","Dc03456",0.081868,0.330576,1,NA,0.633696,0.657786,0.59186,0
"Dc01784","Dc03556",0.828544,0.6864,1,NA,0.82952,0.485512,0.33957,0
"Dc01784","Dc06503",0.450408,0.484306,NA,NA,1,NA,0.374296,0
"Dc01784","Dc07300",0.273446,0.439964,NA,NA,0.380648,0.083538,1,0
"Dc01784","Dc07937",0.573266,0.159212,NA,NA,0.823066,1,0.56668,0
"Dc01784","Dc08054",0.249706,0.679248,NA,NA,0.078804,1,0.071376,0
"Dc01784","Dc08189",0.540062,0.280808,NA,NA,0.209934,0.400564,0.177892,0
"Dc01784","Dc08463",0.241074,0.890048,NA,NA,0.58344,1,0.755538,0
"Dc01784","Dc08865",0.893828,0.736064,NA,NA,0.454118,1,1,0
"Dc01784","Dc10003",0.435024,NA,NA,NA,0.703004,Inf,NA,0
"Dc01784","Dc10390",0.732252,0.057224,NA,NA,0.497848,Inf,1,0
"Dc01784","Dc10878",0.353772,0.223274,NA,NA,0.435874,NA,1,0
"Dc01784","Dc10885",0.277702,0.369978,NA,NA,0.770384,0.48421,1,0
"Dc01784","Dc11203",0.73831,0.050934,NA,NA,0.358914,0.6566,1,0
"Dc01784","Dc11714",0.660324,0.967846,NA,NA,0.039124,1,0.338728,1
"Dc01784","Dc13159",0.68192,0.575886,NA,NA,0.199264,0.598684,1,0
"Dc01784","Dc13592",0.948038,0.490682,NA,NA,0.475206,1,1,0
"Dc01784","Dc14022",0.564716,0.155074,NA,NA,Inf,1,Inf,0
"Dc01784","Dc14945",0.398266,0.855672,NA,NA,0.133968,Inf,0.461438,0
"Dc01784","Dc16747",1,0.646034,NA,NA,0.461374,Inf,1,0
"Dc01784","Dc18951",0.709336,0.814458,NA,NA,0.153862,0.658178,0.495142,0
"Dc01784","Dc20232",0.772112,1,NA,NA,0.89915,1,0.705998,0
"Dc01784","Dc22883",0.51174,0.79645,NA,NA,0.74667,NA,0.715788,0
"Dc01784","Dc22887",0.060884,0.293916,NA,NA,0.075712,1,1,0
"Dc01784","Dc27955",0.763364,0.891906,NA,1,0.080838,NA,1,0
"Dc01784","Dc28124",1,0.004078,NA,NA,0.906444,Inf,0.560428,1
"Dc01784","Dc28776",0.829434,0.185664,NA,NA,0.438012,1,0.269806,0
"Dc01784","Dc30071",0.601454,0.125692,NA,NA,0.893076,1,0.558284,0
"Dc01784","Dc31007",0.628944,NA,NA,NA,0.787272,NA,0.64242,0
"Dc01784","Dc33714",0.962108,0.316216,NA,NA,0.897992,0.428474,0.1543,0
"Dc01784","Dc33907",0.919498,1,NA,NA,0.858656,0.200296,0.631092,0
"Dc01784","Dc34902",0.416544,0.83147,NA,NA,0.439048,Inf,1,0
"Dc01784","Dc35779",0.0276,0.45895,NA,NA,0.911094,0.335026,1,1
"Dc01784","Dc36571",0.278276,0.721268,1,NA,0.81669,1,0.611636,0
"Dc01784","Dc36616",0.95931,0.060198,NA,NA,0.608628,1,0.559088,0
"Dc01784","Dc40235",0.521178,0.214354,NA,NA,0.870498,1,0.559544,0
"Dc01784","Dc41234",0.447026,0.245646,NA,NA,NA,NA,1,0
"Dc01784","Dc46984",0.292076,0.260102,NA,NA,0.40849,0.202268,0.618202,0
"Dc01784","Dc47572",0.870986,0.402134,NA,NA,0.713624,1,1,0
"Dc01784","Dc47935",0.637914,0.001866,NA,NA,0.90162,0.255598,0.707428,1
"Dc01784","Dc48207",0.10536,0.317706,NA,NA,1,0.427132,1,0
"Dc01784","Dc48950",0.827184,0.87107,NA,NA,0.716566,1,0.475906,0
"Dc01784","Dc49080",0.281826,0.971172,1,NA,0.126858,0.428358,0.592256,0
"Dc01784","Dc49184",0.625102,0.659358,NA,NA,0.158484,1,1,0
"Dc01784","Dc51020",1,0.962948,NA,NA,0.983602,0.254814,0.753234,0
"Dc01784","Dc52523",0.486048,0.72732,NA,NA,0.209064,1,0.054506,0
"Dc01784","Dc55481",0.288822,0.642538,NA,0.250204,0.32521,0.250518,0.35094,0
"Dc01784","Dc58248",0.311386,0.327622,NA,1,0.47076,NA,0.40429,0
"Dc01784","Dc62188",0.181656,0.38701,Inf,1,0.333002,NA,1,0
"Dc01784","Dc67011",0.038862,0.351838,1,1,0.64755,NA,1,1
"Dc01784","locus003",0.890578,0.673772,NA,1,0.049298,NA,1,1
"Dc01784","locus004",0.555556,0.563026,NA,0.619488,0.161276,NA,0.558214,0
"Dc01784","locus005",0.562218,0.433932,1,0.52473,0.525628,NA,1,0
"Dc01784","locus006",0.55362,0.80998,NA,1,0.299352,NA,1,0
"Dc01784","locus008",0.377248,0.708684,NA,1,0.320672,NA,0.102096,0
"Dc01784","locus013",0.095868,0.39759,NA,1,0.496228,NA,0.28651,0
"Dc01784","locus014",0.603344,0.731888,NA,1,0.788146,NA,0.339256,0
"Dc01784","locus022",0.130398,0.400092,0.499878,0.42913,0.686998,NA,0.204462,0
"Dc01784","locus024",0.754988,0.54049,NA,1,0.09574,NA,0.755732,0
"Dc01784","locus025",0.515442,0.891338,NA,1,0.49748,NA,0.789946,0
"Dc01784","locus027",0.756408,0.226496,NA,NA,NA,NA,NA,0
"Dc01784","locus030",0.116742,0.991044,NA,NA,0.553376,NA,1,0
"Dc01784","locus035",0.146588,0.16101,1,NA,0.200148,NA,1,0
"Dc01784","locus038",0.010304,0.094256,1,NA,0.954734,NA,1,1
"Dc01784","locus039",0.91195,0.953932,NA,NA,0.393372,NA,0.461828,0
"Dc01784","locus040",0.277742,0.086738,NA,NA,0.736414,NA,1,0
"Dc01784","locus041",0.147876,0.143088,NA,NA,0.24368,NA,1,0
"Dc01784","locus045",0.439574,0.206354,NA,NA,0.071582,NA,1,0
"Dc01784","locus047",0.36845,0.94181,NA,NA,0.055846,NA,1,0
"Dc01784","locus048",0.219354,0.388786,NA,NA,1,NA,1,0
"Dc01784","locus053",0.978956,0.932274,NA,NA,0.778832,NA,0.875752,0
"Dc01784","locus055",0.87912,0.749936,NA,NA,0.061586,NA,0.163544,0
"Dc01784","locus056",0.274854,0.467488,1,0.28594,0.140972,NA,1,0
"Dc01784","locus058",0.18121,0.30419,1,0.427242,0.94053,NA,1,0
"Dc01784","locus060",0.750422,0.889672,NA,1,0.737866,NA,1,0
"Dc01784","locus061",0.39989,NA,NA,NA,0.16525,NA,1,0
"Dc01784","locus062",0.11837,0.159308,NA,1,0.161506,NA,1,0
"Dc01784","locus064",0.881726,0.07827,NA,1,0.109964,NA,0.462732,0
"Dc01784","locus065",0.283076,0.188202,NA,0.524526,0.90603,NA,0.461526,0
"Dc01784","locus073",0.363908,0.17669,NA,0.49982,0.295502,NA,1,0
"Dc01784","locus074",1,0.742436,1,1,0.383832,NA,0.767606,0
"Dc01784","locus076",0.6375,0.377074,NA,NA,0.73591,NA,0.152994,0
"Dc01784","locus077",0.830156,0.603046,NA,Inf,1,NA,1,0
"Dc01784","locus080",0.042074,0.13642,NA,NA,0.935902,NA,1,1
"Dc01784","locus083",0.937018,NA,NA,NA,0.071324,NA,1,0
"Dc01784","locus088",0.235176,0.76925,NA,NA,0.154876,NA,0.046262,1
"Dc01784","locus093",1,Inf,Inf,NA,1,NA,0.443642,0
"Dc01784","locus096",0.53713,0.88441,0.249064,NA,0.551916,NA,0.102976,0
"Dc01784","locus098",0.728454,0.285456,NA,NA,0.737514,NA,0.567058,0
"Dc01784","locus100",0.177712,0.179404,1,NA,0.719482,NA,0.212536,0
"Dc01784","locus106",0.476076,0.86768,NA,NA,0.355986,NA,0.706688,0
"Dc01784","locus116",0.462666,0.811582,NA,NA,0.719682,NA,0.755882,0
"Dc01784","locus119",0.716128,0.909038,NA,NA,0.589568,NA,1,0
"Dc01784","locus120",0.6804,0.4844,NA,NA,0.627804,NA,0.558678,0
"Dc01784","locus128",0.121962,0.281178,NA,0.248158,0.967404,NA,1,0
"Dc01784","locus129",0.67865,0.337672,NA,0.570508,0.05389,NA,1,0
"Dc01784","locus130",0.467572,NA,NA,NA,0.060194,NA,1,0
"Dc01784","locus134",0.803362,0.57906,NA,NA,0.822156,NA,1,0
"Dc01784","locus135",0.806034,0.036144,NA,1,0.369728,NA,0.47229,1
"Dc01784","locus137",0.539312,0.36149,NA,1,0.763284,NA,0.037182,1
"Dc01784","locus139",1,0.012452,NA,0.524102,0.953844,NA,1,1
"Dc01784","locus140",1,0.012276,NA,0.523612,0.95299,NA,1,1
"Dc01784","locus146",0.105482,0.694856,NA,0.401854,0.288448,NA,0.755218,0
"Dc01784","locus148",0.624318,0.26737,NA,0.523878,0.75041,NA,1,0
"Dc01784","locus151",0.245026,NA,Inf,0.599246,0.057134,NA,1,0
"Dc01784","locus157",0.26403,NA,NA,NA,0.614718,NA,1,0
"Dc01784","locus161",0.497694,0.550958,NA,1,0.55623,NA,1,0
"Dc01784","locus165",0.422334,0.380662,NA,NA,0.458296,NA,0.021316,1
"Dc01784","locus170",0.06173,0.105736,1,0.429744,0.89628,NA,0.162898,0
"Dc01784","locus176",0.03333,NA,NA,NA,0.433012,NA,0.558174,1
"Dc01784","locus184",0.347112,0.069384,0.24991,1,0.467414,NA,0.410418,0
"Dc01784","locus186",0.006404,0.142964,NA,1,0.49289,NA,1,1
"Dc01784","locus188",0.028294,0.681212,NA,NA,0.139682,NA,1,1
"Dc01784","locus189",0.903392,0.79035,NA,1,0.040366,1,0.511822,1
"Dc01784","locus190",0.0652,0.484642,NA,NA,0.869544,1,0.10208,0
"Dc01784","locus191",0.975694,NA,NA,NA,0.64051,0.655576,1,0
"Dc01784","locus192",0.77955,0.80149,NA,NA,0.763872,0.42958,0.041512,1
"Dc01784","locus195",0.940706,0.771354,NA,NA,0.870832,1,0.279574,0
"Dc01784","locus202",0.77633,0.96965,1,NA,0.400752,0.142916,0.32335,0
"Dc01784","locus215",0.681704,NA,NA,NA,0.151706,1,1,0
"Dc01784","locus227",0.952356,1,Inf,NA,0.10158,1,1,0
"Dc01784","locus231",0.249938,0.956142,NA,NA,0.833076,NA,0.19077,0
"Dc01784","locus235",0.135584,0.179166,NA,NA,0.090206,Inf,1,0
"Dc01784","locus236",0.601338,0.751794,NA,NA,0.864882,0.485468,0.102992,0
"Dc01784","locus237",0.203658,0.213544,NA,NA,0.358642,0.42835,0.095024,0
"Dc01784","locus239",0.544448,0.466226,NA,NA,0.448954,0.656502,0.754066,0
"Dc01784","locus248",0.016144,0.693202,NA,NA,0.395178,0.143112,1,1
"Dc01784","locus256",0.002476,0.329466,NA,NA,1,0.399372,0.282862,1
"Dc01784","locus263",0.640684,0.461704,NA,NA,0.416688,NA,1,0
"Dc01784","locus264",0.905704,0.57192,NA,NA,0.419914,NA,0.79023,0
"Dc01784","locus274",0.801008,0.840238,NA,NA,0.218058,NA,0.069494,0
"Dc01784","locus280",1,0.378396,NA,NA,0.306888,NA,0.080186,0
"Dc01784","locus282",0.31207,0.157718,NA,NA,0.661452,NA,0.558956,0
"Dc01784","locus286",0.023964,1,NA,NA,0.4631,NA,0.069714,1
"Dc01784","locus291",0.426086,0.673672,NA,NA,0.024326,NA,0.511028,1
"Dc01784","locus292",0.700936,0.383178,NA,NA,0.235022,NA,0.558324,0
"Dc01784","locus296",0.773724,0.515662,NA,NA,0.252938,NA,0.436962,0
"Dc01784","locus301",0.940876,0.781086,Inf,NA,0.82447,NA,1,0
"Dc01784","locus314",0.882086,0.372674,NA,NA,0.144552,NA,1,0
"Dc01784","locus321",0.80525,0.90161,NA,NA,0.214784,NA,0.240892,0
"Dc01784","locus322",0.376976,0.126314,NA,NA,0.481064,NA,1,0
"Dc01784","locus323",0.376818,0.778548,NA,NA,0.827938,NA,0.20668,0
"Dc01784","locus329",0.401198,0.846952,NA,NA,0.62271,NA,0.436746,0
"Dc01784","locus332",0.500126,0.151664,NA,NA,0.661626,NA,1,0
"Dc01784","locus358",0.556146,0.5986,NA,NA,0.697752,NA,1,0
"Dc01784","locus359",0.31904,0.178916,NA,NA,0.064382,NA,Inf,0
"Dc01784","locus360",0.188892,0.451114,NA,NA,0.64981,NA,0.78926,0
"Dc02951","Dc03456",0.065592,0.975042,0.332752,NA,0.292672,1,0.144722,0
"Dc02951","Dc03556",0.28754,0.438376,1,NA,0.933116,1,0.482764,0
"Dc02951","Dc06503",0.565904,0.672632,NA,NA,0.417628,NA,1,0
"Dc02951","Dc07300",0.92747,0.700638,NA,NA,0.203244,1,0.632486,0
"Dc02951","Dc07937",0.61977,0.16384,NA,NA,0.15139,1,1,0
"Dc02951","Dc08054",0.040518,0.661008,NA,NA,0.112456,1,0.62844,1
"Dc02951","Dc08189",0.112652,0.844776,NA,NA,0.718618,1,1,0
"Dc02951","Dc08463",0.006304,0.471616,NA,NA,0.10834,1,0.90607,1
"Dc02951","Dc08865",0.935428,0.534278,NA,NA,0.24234,1,0.015336,1
"Dc02951","Dc10003",0.676452,NA,NA,NA,0.628824,Inf,NA,0
"Dc02951","Dc10390",1,0.100928,NA,NA,0.651362,Inf,1,0
"Dc02951","Dc10878",0.792562,0.00678,NA,NA,0.098182,NA,1,1
"Dc02951","Dc10885",0.340818,0.2638,NA,NA,0.53224,0.425628,1,0
"Dc02951","Dc11203",0.070254,0.830476,NA,NA,0.22332,1,1,0
"Dc02951","Dc11714",0.202642,0.148834,NA,NA,0.12402,1,0.84181,0
"Dc02951","Dc13159",0.814964,0.06699,NA,NA,0.374236,0.200676,0.339276,0
"Dc02951","Dc13592",0.568356,0.10416,NA,NA,0.270974,1,1,0
"Dc02951","Dc14022",0.868592,1,NA,NA,Inf,1,Inf,0
"Dc02951","Dc14945",0.761376,0.351298,NA,NA,0.0573,Inf,0.533588,0
"Dc02951","Dc16747",0.017988,0.783716,NA,NA,0.713278,Inf,1,1
"Dc02951","Dc18951",0.260462,0.314388,NA,NA,0.506152,1,0.745412,0
"Dc02951","Dc20232",0.91319,0.41786,NA,NA,0.756616,1,0.769184,0
"Dc02951","Dc22883",0.246014,0.22958,NA,NA,0.662834,NA,0.523838,0
"Dc02951","Dc22887",1,0.334256,NA,NA,0.72404,1,0.112168,0
"Dc02951","Dc27955",0.176694,0.489524,NA,1,0.116586,NA,1,0
"Dc02951","Dc28124",0.753086,0.21007,NA,NA,1,Inf,0.213278,0
"Dc02951","Dc28776",0.753456,0.585018,NA,NA,0.839726,0.4294,1,0
"Dc02951","Dc30071",0.390718,0.2073,NA,NA,0.75988,1,1,0
"Dc02951","Dc31007",0.701606,NA,NA,NA,0.040388,NA,1,1
"Dc02951","Dc33714",0.588324,0.979688,Inf,NA,0.739618,0.14202,1,0
"Dc02951","Dc33907",0.400994,0.4899,NA,NA,0.07582,0.16693,0.247638,0
"Dc02951","Dc34902",0.22229,0.1644,NA,NA,0.692778,Inf,1,0
"Dc02951","Dc35779",0.912646,0.542922,NA,NA,0.379082,Inf,0.17143,0
"Dc02951","Dc36571",0.696382,0.69696,1,NA,0.820914,1,0.492304,0
"Dc02951","Dc36616",1,0.145778,NA,NA,0.738744,1,0.654628,0
"Dc02951","Dc40235",0.629016,0.27137,NA,NA,0.496206,0.427878,1,0
"Dc02951","Dc41234",0.815232,0.679612,NA,NA,NA,NA,0.572836,0
"Dc02951","Dc46984",0.7653,0.865426,NA,NA,0.59895,1,0.162004,0
"Dc02951","Dc47572",0.927038,0.149544,NA,NA,0.010446,1,1,1
"Dc02951","Dc47935",0.440274,0.35482,NA,NA,0.990164,1,1,0
"Dc02951","Dc48207",0.217708,0.177444,NA,NA,0.23726,0.142408,1,0
"Dc02951","Dc48950",0.874442,0.05857,NA,NA,0.060332,0.43044,0.940724,0
"Dc02951","Dc49080",0.428836,0.185268,0.332368,NA,0.39476,1,0.36203,0
"Dc02951","Dc49184",0.386432,1,NA,NA,0.224374,1,1,0
"Dc02951","Dc51020",0.70695,0.909806,NA,NA,0.137752,0.427078,0.84799,0
"Dc02951","Dc52523",0.748678,0.719806,NA,NA,0.177276,1,0.410542,0
"Dc02951","Dc55481",0.110034,0.497872,NA,0.249084,1,Inf,0.148522,0
"Dc02951","Dc58248",0.086556,0.17397,NA,0.570226,0.059054,NA,0.97778,0
"Dc02951","Dc62188",0.68502,0.876044,NA,1,0.696348,NA,0.227082,0
"Dc02951","Dc67011",0.872578,0.72203,1,0.282368,0.156368,NA,0.122246,0
